"@timestamp","@version","@version.keyword","_id","_index","_score","event.original","event.original.keyword","log.offset","log_type","log_type.keyword",message,"message.keyword",stream,"stream.keyword",tags,"tags.keyword"
"Oct 23, 2022 @ 13:15:35.913",1,1,tNF8BoQBimM9HJ8ck7ze,"smtp-2022.10.23","-","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/submission/smtpd[1301]: connect from unknown[192.168.0.3]","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/submission/smtpd[1301]: connect from unknown[192.168.0.3]","159,706","SMTP_LOG","SMTP_LOG","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/submission/smtpd[1301]: connect from unknown[192.168.0.3]","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/submission/smtpd[1301]: connect from unknown[192.168.0.3]",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:15:35.889",1,1,utF8BoQBimM9HJ8ck7zk,"smtp-2022.10.23","-","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: lost connection after CONNECT from unknown[192.168.0.3]","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: lost connection after CONNECT from unknown[192.168.0.3]","159,348","SMTP_LOG","SMTP_LOG","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: lost connection after CONNECT from unknown[192.168.0.3]","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: lost connection after CONNECT from unknown[192.168.0.3]",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:15:35.889",1,1,vNF8BoQBimM9HJ8ck7zm,"smtp-2022.10.23","-","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: disconnect from unknown[192.168.0.3] commands=0/0","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: disconnect from unknown[192.168.0.3] commands=0/0","159,530","SMTP_LOG","SMTP_LOG","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: disconnect from unknown[192.168.0.3] commands=0/0","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: disconnect from unknown[192.168.0.3] commands=0/0",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:15:35.884",1,1,s9F8BoQBimM9HJ8ck7ze,"smtp-2022.10.23","-","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: SSL_accept error from unknown[192.168.0.3]: lost connection","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: SSL_accept error from unknown[192.168.0.3]: lost connection","159,162","SMTP_LOG","SMTP_LOG","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: SSL_accept error from unknown[192.168.0.3]: lost connection","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: SSL_accept error from unknown[192.168.0.3]: lost connection",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:15:35.877",1,1,udF8BoQBimM9HJ8ck7zk,"smtp-2022.10.23","-","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: connect from unknown[192.168.0.3]","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: connect from unknown[192.168.0.3]","159,002","SMTP_LOG","SMTP_LOG","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: connect from unknown[192.168.0.3]","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/smtps/smtpd[1295]: connect from unknown[192.168.0.3]",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:15:35.865",1,1,stF8BoQBimM9HJ8ck7ze,"smtp-2022.10.23","-","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/postscreen[1293]: CONNECT from [192.168.0.3]:53338 to [172.22.1.253]:25","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/postscreen[1293]: CONNECT from [192.168.0.3]:53338 to [172.22.1.253]:25","158,824","SMTP_LOG","SMTP_LOG","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/postscreen[1293]: CONNECT from [192.168.0.3]:53338 to [172.22.1.253]:25","Oct 23 20:15:35 5a6cfb7a7ed3 postfix/postscreen[1293]: CONNECT from [192.168.0.3]:53338 to [172.22.1.253]:25",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:33:03.254",1,1,qtFVBoQBimM9HJ8cuLNX,"smtp-2022.10.23","-","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/qmgr[343]: E719D45BE6: removed","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/qmgr[343]: E719D45BE6: removed","158,686","SMTP_LOG","SMTP_LOG","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/qmgr[343]: E719D45BE6: removed","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/qmgr[343]: E719D45BE6: removed",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:33:03.253",1,1,qdFVBoQBimM9HJ8cuLNX,"smtp-2022.10.23","-","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/lmtp[1185]: E719D45BE6: to=<xianfu@pmcmail.org>, relay=dovecot[172.22.1.250]:24, delay=13, delays=13/0.01/0.01/0.04, dsn=2.0.0, status=sent (250 2.0.0 <xianfu@pmcmail.org> hVahDO+WVWMyOAAA6RUn+A Saved)","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/lmtp[1185]: E719D45BE6: to=<xianfu@pmcmail.org>, relay=dovecot[172.22.1.250]:24, delay=13, delays=13/0.01/0.01/0.04, dsn=2.0.0, status=sent (250 2.0.0 <xianfu@pmcmail.org> hVahDO+WVWMyOAAA6RUn+A Saved)","158,357","SMTP_LOG","SMTP_LOG","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/lmtp[1185]: E719D45BE6: to=<xianfu@pmcmail.org>, relay=dovecot[172.22.1.250]:24, delay=13, delays=13/0.01/0.01/0.04, dsn=2.0.0, status=sent (250 2.0.0 <xianfu@pmcmail.org> hVahDO+WVWMyOAAA6RUn+A Saved)","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/lmtp[1185]: E719D45BE6: to=<xianfu@pmcmail.org>, relay=dovecot[172.22.1.250]:24, delay=13, delays=13/0.01/0.01/0.04, dsn=2.0.0, status=sent (250 2.0.0 <xianfu@pmcmail.org> hVahDO+WVWMyOAAA6RUn+A Saved)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:33:03.193",1,1,p9FVBoQBimM9HJ8cuLNX,"smtp-2022.10.23","-","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6","157,877","SMTP_LOG","SMTP_LOG","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:33:03.193",1,1,qNFVBoQBimM9HJ8cuLNX,"smtp-2022.10.23","-","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/qmgr[343]: E719D45BE6: from=<danieltay@pmcmail.org>, size=632603, nrcpt=1 (queue active)","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/qmgr[343]: E719D45BE6: from=<danieltay@pmcmail.org>, size=632603, nrcpt=1 (queue active)","158,151","SMTP_LOG","SMTP_LOG","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/qmgr[343]: E719D45BE6: from=<danieltay@pmcmail.org>, size=632603, nrcpt=1 (queue active)","Oct 23 19:33:03 5a6cfb7a7ed3 postfix/qmgr[343]: E719D45BE6: from=<danieltay@pmcmail.org>, size=632603, nrcpt=1 (queue active)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:49.952",1,1,aNFVBoQBimM9HJ8cfbPN,"smtp-2022.10.23","-","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/cleanup[1177]: E719D45BE6: message-id=<42-63559700-b-7da7fd80@211538715>","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/cleanup[1177]: E719D45BE6: message-id=<42-63559700-b-7da7fd80@211538715>","157,687","SMTP_LOG","SMTP_LOG","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/cleanup[1177]: E719D45BE6: message-id=<42-63559700-b-7da7fd80@211538715>","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/cleanup[1177]: E719D45BE6: message-id=<42-63559700-b-7da7fd80@211538715>",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:49.952",1,1,atFVBoQBimM9HJ8cfbPN,"smtp-2022.10.23","-","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/cleanup[1177]: E719D45BE6: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id E719D45BE6??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 19:32:49 +0000 (UTC)","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/cleanup[1177]: E719D45BE6: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id E719D45BE6??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 19:32:49 +0000 (UTC)","156,953","SMTP_LOG","SMTP_LOG","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/cleanup[1177]: E719D45BE6: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id E719D45BE6??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 19:32:49 +0000 (UTC)","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/cleanup[1177]: E719D45BE6: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id E719D45BE6??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 19:32:49 +0000 (UTC)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:49.946",1,1,Z9FVBoQBimM9HJ8cfbPN,"smtp-2022.10.23","-","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: E719D45BE6: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: E719D45BE6: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","156,672","SMTP_LOG","SMTP_LOG","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: E719D45BE6: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: E719D45BE6: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:49.946",1,1,ZtFVBoQBimM9HJ8cfbPN,"smtp-2022.10.23","-","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","156,432","SMTP_LOG","SMTP_LOG","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:49.806",1,1,adFVBoQBimM9HJ8cfbPN,"smtp-2022.10.23","-","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","156,213","SMTP_LOG","SMTP_LOG","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 19:32:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:09.401",1,1,3dFUBoQBimM9HJ8czrIF,"smtp-2022.10.23","-","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5","155,942","SMTP_LOG","SMTP_LOG","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:09.399",1,1,3NFUBoQBimM9HJ8czrIF,"smtp-2022.10.23","-","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/cleanup[1177]: 219E145E12: milter-reject: END-OF-MESSAGE from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]: 5.7.1 This message does not meet our delivery requirements; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/cleanup[1177]: 219E145E12: milter-reject: END-OF-MESSAGE from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]: 5.7.1 This message does not meet our delivery requirements; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>","155,516","SMTP_LOG","SMTP_LOG","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/cleanup[1177]: 219E145E12: milter-reject: END-OF-MESSAGE from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]: 5.7.1 This message does not meet our delivery requirements; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/cleanup[1177]: 219E145E12: milter-reject: END-OF-MESSAGE from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]: 5.7.1 This message does not meet our delivery requirements; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:09.143",1,1,2tFUBoQBimM9HJ8czrIF,"smtp-2022.10.23","-","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/cleanup[1177]: 219E145E12: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 219E145E12??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 19:32:09 +0000 (UTC)","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/cleanup[1177]: 219E145E12: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 219E145E12??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 19:32:09 +0000 (UTC)","154,593","SMTP_LOG","SMTP_LOG","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/cleanup[1177]: 219E145E12: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 219E145E12??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 19:32:09 +0000 (UTC)","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/cleanup[1177]: 219E145E12: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 219E145E12??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 19:32:09 +0000 (UTC)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:09.143",1,1,29FUBoQBimM9HJ8czrIF,"smtp-2022.10.23","-","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/cleanup[1177]: 219E145E12: message-id=<42-63559680-7-7da7fd80@211538649>","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/cleanup[1177]: 219E145E12: message-id=<42-63559680-7-7da7fd80@211538649>","155,327","SMTP_LOG","SMTP_LOG","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/cleanup[1177]: 219E145E12: message-id=<42-63559680-7-7da7fd80@211538649>","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/cleanup[1177]: 219E145E12: message-id=<42-63559680-7-7da7fd80@211538649>",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:09.138",1,1,2dFUBoQBimM9HJ8czrIF,"smtp-2022.10.23","-","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: 219E145E12: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: 219E145E12: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","154,312","SMTP_LOG","SMTP_LOG","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: 219E145E12: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: 219E145E12: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:09.137",1,1,2NFUBoQBimM9HJ8czrIF,"smtp-2022.10.23","-","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","154,072","SMTP_LOG","SMTP_LOG","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:09.081",1,1,19FUBoQBimM9HJ8czrIF,"smtp-2022.10.23","-","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","153,853","SMTP_LOG","SMTP_LOG","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 19:32:09 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 12:32:06.236",1,1,1tFUBoQBimM9HJ8czrIF,"smtp-2022.10.23","-","Oct 23 19:32:06 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5","Oct 23 19:32:06 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5","153,581","SMTP_LOG","SMTP_LOG","Oct 23 19:32:06 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5","Oct 23 19:32:06 5a6cfb7a7ed3 postfix/sogo/smtpd[1174]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
